CookerStat, GenerateAssetRegistry=0.035416, Initialize=0.210185, RunGuid=RunID03439948446D6DC7E95659B2C8EF0B48
DDCTransactionId35A4BF2A420EAC18360E3FB2A4B88AA5_0, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_9670874543E64F9E8A9D85B98911E5C5, StartTime=2016.04.30-15.29.36, HierarchicalDDC=, DataSize=170213, Duration=12.612384, RunGuid=RunID03439948446D6DC7E95659B2C8EF0B48
DDCTransactionId03DA8307433FF9E3268F489667018DE7_0, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_9CB85BB54946FC9AD01089A7A9062F3D, StartTime=2016.04.30-15.37.16, HierarchicalDDC=, DataSize=170213, Duration=1.957897, RunGuid=RunID03439948446D6DC7E95659B2C8EF0B48
SavePackageTransactionId92F7B3054A7908AD55F00B8A5D8D96CC_0, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPerson/MechaInsurgent/Animation/mechinsurgentSRIGEXPORT_380_Aim_Center_Auto1.uasset, AutoPackageBackupDelegate=13.171345, FlushAsyncLoading=0.020787, FlushStreamingFunc=0.110481, BlockTillAllRequestsFinished=0.011165, ResetLoadersForSaveUnMarkAllObjects=32.269886, TagPackageExports=0.133581, BeginCacheForCookedPlatformData=0.003852, SerializeImports=16.039665, GatherLocalizableTextData=30.979118, MarkNames=1.151025, SerializeSummary=1.539063, SerializeNames=0.327215, SerializeGatherableTextData=0.003852, BuildExportMap=0.069290, SortExportsNonSeekfree=1.219548, SortExportsSeekfreeConstructor=2.114575, SortExportsSeekfreeInner=1.529437, SortExportsSeekfree=0.007700, BuildDependencyMap=1.092125, SerializeImportMap=0.018865, SerializeExportMap=0.008468, SerializeDependencyMap=0.007313, SerializeStringAssetReferenceMap=0.005003, SaveThumbNailsAssetRegistryDataWorldLevelInfo=28.263245, SerializeExports=0.792243, SerializeBulkData=0.021942, MoveFile=28.872248, UnaccountedTime=11.983361, RunGuid=RunID03439948446D6DC7E95659B2C8EF0B48
SavePackageTransactionId92F7B3054A7908AD55F00B8A5D8D96CC_1, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPerson/MechaInsurgent/Animation/mechinsurgentSRIGEXPORT_380_Idle_Auto1.uasset, AutoPackageBackupDelegate=25.674398, FlushAsyncLoading=0.016939, FlushStreamingFunc=1.768112, BlockTillAllRequestsFinished=0.018477, ResetLoadersForSaveUnMarkAllObjects=0.453867, TagPackageExports=0.102784, BeginCacheForCookedPlatformData=0.002693, SerializeImports=0.645190, GatherLocalizableTextData=1.019370, MarkNames=0.013858, SerializeSummary=0.018865, SerializeNames=0.163220, SerializeGatherableTextData=0.001926, BuildExportMap=0.031952, SortExportsNonSeekfree=0.014242, SortExportsSeekfreeConstructor=0.013091, SortExportsSeekfreeInner=0.566658, SortExportsSeekfree=0.004236, BuildDependencyMap=0.012703, SerializeImportMap=0.010394, SerializeExportMap=0.006158, SerializeDependencyMap=0.002310, SerializeStringAssetReferenceMap=0.002310, SaveThumbNailsAssetRegistryDataWorldLevelInfo=12.651652, SerializeExports=0.749514, SerializeBulkData=0.007700, MoveFile=19.912344, UnaccountedTime=0.158604, RunGuid=RunID03439948446D6DC7E95659B2C8EF0B48
SavePackageTransactionId92F7B3054A7908AD55F00B8A5D8D96CC_2, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPerson/MechaInsurgent/Animation/mechinsurgentSRIGEXPORT_380_Aim_Down_Center_Auto1.uasset, AutoPackageBackupDelegate=11.028666, FlushAsyncLoading=0.015400, FlushStreamingFunc=0.110481, BlockTillAllRequestsFinished=0.008471, ResetLoadersForSaveUnMarkAllObjects=0.369556, TagPackageExports=0.103168, BeginCacheForCookedPlatformData=0.003081, SerializeImports=0.604767, GatherLocalizableTextData=1.020912, MarkNames=0.009622, SerializeSummary=0.013858, SerializeNames=0.179008, SerializeGatherableTextData=0.001922, BuildExportMap=0.033107, SortExportsNonSeekfree=0.014246, SortExportsSeekfreeConstructor=0.010394, SortExportsSeekfreeInner=0.547409, SortExportsSeekfree=0.003848, BuildDependencyMap=0.011165, SerializeImportMap=0.013087, SerializeExportMap=0.007313, SerializeDependencyMap=0.003848, SerializeStringAssetReferenceMap=0.002697, SaveThumbNailsAssetRegistryDataWorldLevelInfo=12.719784, SerializeExports=0.712946, SerializeBulkData=0.006929, MoveFile=9.568520, UnaccountedTime=0.165533, RunGuid=RunID03439948446D6DC7E95659B2C8EF0B48
SavePackageTransactionId92F7B3054A7908AD55F00B8A5D8D96CC_3, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPerson/MechaInsurgent/Animation/mechinsurgentSRIGEXPORT_380_Aim_Down_Left_Auto1.uasset, AutoPackageBackupDelegate=14.845528, FlushAsyncLoading=0.013471, FlushStreamingFunc=0.919666, BlockTillAllRequestsFinished=0.007700, ResetLoadersForSaveUnMarkAllObjects=0.346076, TagPackageExports=0.103556, BeginCacheForCookedPlatformData=0.002693, SerializeImports=0.571661, GatherLocalizableTextData=0.980876, MarkNames=0.009622, SerializeSummary=0.014629, SerializeNames=0.191323, SerializeGatherableTextData=0.004236, BuildExportMap=0.036955, SortExportsNonSeekfree=0.013858, SortExportsSeekfreeConstructor=0.011936, SortExportsSeekfreeInner=0.524696, SortExportsSeekfree=0.005003, BuildDependencyMap=0.011165, SerializeImportMap=0.011932, SerializeExportMap=0.006545, SerializeDependencyMap=0.004232, SerializeStringAssetReferenceMap=0.002697, SaveThumbNailsAssetRegistryDataWorldLevelInfo=12.767907, SerializeExports=0.748359, SerializeBulkData=0.006929, MoveFile=9.744060, UnaccountedTime=0.143975, RunGuid=RunID03439948446D6DC7E95659B2C8EF0B48
SavePackageTransactionId92F7B3054A7908AD55F00B8A5D8D96CC_4, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPerson/MechaInsurgent/Animation/mechinsurgentSRIGEXPORT_380_Aim_Down_Right_Auto1.uasset, AutoPackageBackupDelegate=10.574415, FlushAsyncLoading=0.013858, FlushStreamingFunc=0.058897, BlockTillAllRequestsFinished=0.006545, ResetLoadersForSaveUnMarkAllObjects=0.316050, TagPackageExports=0.104710, BeginCacheForCookedPlatformData=0.002310, SerializeImports=1.030147, GatherLocalizableTextData=1.032073, MarkNames=0.013858, SerializeSummary=0.014629, SerializeNames=0.177849, SerializeGatherableTextData=0.001926, BuildExportMap=0.080071, SortExportsNonSeekfree=0.026561, SortExportsSeekfreeConstructor=0.016168, SortExportsSeekfreeInner=0.593990, SortExportsSeekfree=0.005007, BuildDependencyMap=0.015397, SerializeImportMap=0.015397, SerializeExportMap=0.008855, SerializeDependencyMap=0.004236, SerializeStringAssetReferenceMap=0.002693, SaveThumbNailsAssetRegistryDataWorldLevelInfo=13.828467, SerializeExports=2.814043, SerializeBulkData=0.015400, MoveFile=9.146992, UnaccountedTime=0.145126, RunGuid=RunID03439948446D6DC7E95659B2C8EF0B48
SavePackageTransactionId92F7B3054A7908AD55F00B8A5D8D96CC_5, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPerson/MechaInsurgent/Animation/mechinsurgentSRIGEXPORT_380_Aim_Left_Auto1.uasset, AutoPackageBackupDelegate=10.633699, FlushAsyncLoading=0.006929, FlushStreamingFunc=0.054281, BlockTillAllRequestsFinished=0.007313, ResetLoadersForSaveUnMarkAllObjects=0.329908, TagPackageExports=0.098936, BeginCacheForCookedPlatformData=0.002310, SerializeImports=0.495058, GatherLocalizableTextData=1.019366, MarkNames=0.008471, SerializeSummary=0.013474, SerializeNames=0.220578, SerializeGatherableTextData=0.001926, BuildExportMap=0.026949, SortExportsNonSeekfree=0.011548, SortExportsSeekfreeConstructor=0.010777, SortExportsSeekfreeInner=0.511609, SortExportsSeekfree=0.003465, BuildDependencyMap=0.010781, SerializeImportMap=0.011161, SerializeExportMap=0.007700, SerializeDependencyMap=0.004236, SerializeStringAssetReferenceMap=0.002310, SaveThumbNailsAssetRegistryDataWorldLevelInfo=12.979250, SerializeExports=0.749126, SerializeBulkData=0.008088, MoveFile=26.944376, UnaccountedTime=0.163991, RunGuid=RunID03439948446D6DC7E95659B2C8EF0B48
SavePackageTransactionId92F7B3054A7908AD55F00B8A5D8D96CC_6, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPerson/MechaInsurgent/Animation/mechinsurgentSRIGEXPORT_380_Aim_Right_Auto1.uasset, AutoPackageBackupDelegate=10.596357, FlushAsyncLoading=0.016939, FlushStreamingFunc=0.048507, BlockTillAllRequestsFinished=0.005774, ResetLoadersForSaveUnMarkAllObjects=0.385728, TagPackageExports=0.103939, BeginCacheForCookedPlatformData=0.002310, SerializeImports=0.629023, GatherLocalizableTextData=1.037076, MarkNames=0.010394, SerializeSummary=0.013474, SerializeNames=0.177853, SerializeGatherableTextData=0.001539, BuildExportMap=0.033490, SortExportsNonSeekfree=0.013858, SortExportsSeekfreeConstructor=0.010394, SortExportsSeekfreeInner=0.576284, SortExportsSeekfree=0.004236, BuildDependencyMap=0.014242, SerializeImportMap=0.013087, SerializeExportMap=0.006929, SerializeDependencyMap=0.004236, SerializeStringAssetReferenceMap=0.003077, SaveThumbNailsAssetRegistryDataWorldLevelInfo=13.312240, SerializeExports=0.774536, SerializeBulkData=0.006929, MoveFile=9.281341, UnaccountedTime=0.160914, RunGuid=RunID03439948446D6DC7E95659B2C8EF0B48
SavePackageTransactionId92F7B3054A7908AD55F00B8A5D8D96CC_7, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPerson/MechaInsurgent/Animation/mechinsurgentSRIGEXPORT_380_Aim_Up_Auto1.uasset, AutoPackageBackupDelegate=10.849658, FlushAsyncLoading=0.007313, FlushStreamingFunc=0.149366, BlockTillAllRequestsFinished=0.007700, ResetLoadersForSaveUnMarkAllObjects=0.291798, TagPackageExports=0.103939, BeginCacheForCookedPlatformData=0.002310, SerializeImports=0.504680, GatherLocalizableTextData=0.963550, MarkNames=0.010010, SerializeSummary=0.013858, SerializeNames=0.175927, SerializeGatherableTextData=0.001922, BuildExportMap=0.033107, SortExportsNonSeekfree=0.013091, SortExportsSeekfreeConstructor=0.010394, SortExportsSeekfreeInner=0.510454, SortExportsSeekfree=0.004236, BuildDependencyMap=0.010777, SerializeImportMap=0.015400, SerializeExportMap=0.008084, SerializeDependencyMap=0.004236, SerializeStringAssetReferenceMap=0.002310, SaveThumbNailsAssetRegistryDataWorldLevelInfo=13.307620, SerializeExports=0.876162, SerializeBulkData=0.016168, MoveFile=19.132805, UnaccountedTime=0.197485, RunGuid=RunID03439948446D6DC7E95659B2C8EF0B48
SavePackageTransactionId92F7B3054A7908AD55F00B8A5D8D96CC_8, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPerson/MechaInsurgent/Animation/mechinsurgentSRIGEXPORT_380_Aim_Up_Left_Auto1.uasset, AutoPackageBackupDelegate=13.009276, FlushAsyncLoading=0.017323, FlushStreamingFunc=0.051968, BlockTillAllRequestsFinished=0.006162, ResetLoadersForSaveUnMarkAllObjects=0.342611, TagPackageExports=0.102781, BeginCacheForCookedPlatformData=0.002697, SerializeImports=0.577051, GatherLocalizableTextData=1.033228, MarkNames=0.010010, SerializeSummary=0.014629, SerializeNames=0.192091, SerializeGatherableTextData=0.001926, BuildExportMap=0.033878, SortExportsNonSeekfree=0.013474, SortExportsSeekfreeConstructor=0.011161, SortExportsSeekfreeInner=0.520848, SortExportsSeekfree=0.005390, BuildDependencyMap=0.011548, SerializeImportMap=0.011161, SerializeExportMap=0.006933, SerializeDependencyMap=0.003848, SerializeStringAssetReferenceMap=0.002693, SaveThumbNailsAssetRegistryDataWorldLevelInfo=12.902260, SerializeExports=0.701394, SerializeBulkData=0.006929, MoveFile=8.902926, UnaccountedTime=0.150517, RunGuid=RunID03439948446D6DC7E95659B2C8EF0B48
SavePackageTransactionId92F7B3054A7908AD55F00B8A5D8D96CC_9, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPerson/MechaInsurgent/Animation/mechinsurgentSRIGEXPORT_380_Aim_Up_Right_Auto1.uasset, AutoPackageBackupDelegate=10.857363, FlushAsyncLoading=0.006929, FlushStreamingFunc=0.041191, BlockTillAllRequestsFinished=0.004619, ResetLoadersForSaveUnMarkAllObjects=0.337221, TagPackageExports=0.099704, BeginCacheForCookedPlatformData=0.002310, SerializeImports=0.507373, GatherLocalizableTextData=1.087122, MarkNames=0.011936, SerializeSummary=0.014242, SerializeNames=0.168227, SerializeGatherableTextData=0.001542, BuildExportMap=0.027332, SortExportsNonSeekfree=0.011548, SortExportsSeekfreeConstructor=0.010394, SortExportsSeekfreeInner=0.505835, SortExportsSeekfree=0.003848, BuildDependencyMap=0.010394, SerializeImportMap=0.010010, SerializeExportMap=0.005774, SerializeDependencyMap=0.003848, SerializeStringAssetReferenceMap=0.002697, SaveThumbNailsAssetRegistryDataWorldLevelInfo=12.970395, SerializeExports=0.659816, SerializeBulkData=0.006545, MoveFile=8.851726, UnaccountedTime=0.246760, RunGuid=RunID03439948446D6DC7E95659B2C8EF0B48
SavePackageTransactionId92F7B3054A7908AD55F00B8A5D8D96CC_10, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPerson/MechaInsurgent/Animation/mechinsurgentSRIGEXPORT_380_Crouch_loop_Auto1.uasset, AutoPackageBackupDelegate=12.323667, FlushAsyncLoading=0.015013, FlushStreamingFunc=0.045039, BlockTillAllRequestsFinished=0.005774, ResetLoadersForSaveUnMarkAllObjects=1.368143, TagPackageExports=0.104710, BeginCacheForCookedPlatformData=0.002693, SerializeImports=0.624403, GatherLocalizableTextData=1.049779, MarkNames=0.018861, SerializeSummary=0.020020, SerializeNames=0.164762, SerializeGatherableTextData=0.002310, BuildExportMap=0.033107, SortExportsNonSeekfree=0.015784, SortExportsSeekfreeConstructor=0.014629, SortExportsSeekfreeInner=0.570122, SortExportsSeekfree=0.010777, BuildDependencyMap=0.015013, SerializeImportMap=0.010777, SerializeExportMap=0.006158, SerializeDependencyMap=0.001542, SerializeStringAssetReferenceMap=0.002310, SaveThumbNailsAssetRegistryDataWorldLevelInfo=13.145164, SerializeExports=0.736810, SerializeBulkData=0.007316, MoveFile=8.399788, UnaccountedTime=0.163224, RunGuid=RunID03439948446D6DC7E95659B2C8EF0B48
