CookerStat, GenerateAssetRegistry=0.064287, Initialize=0.381492, RunGuid=RunID85E8729C4BA887E0F0864AACBFF90E19
DDCTransactionIdFBEFE7D04668B6849F413A93AD182E16_0, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_A8E638F44D740A7B762A968EE65747D6, StartTime=2016.04.29-19.04.23, HierarchicalDDC=, DataSize=170213, Duration=2.105337, RunGuid=RunID85E8729C4BA887E0F0864AACBFF90E19
SavePackageTransactionId50925A0C484CF48F18FA6FA3E0DD8EAD_0, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPersonBP/Maps/ThirdPersonExampleMap_Auto1.umap, AutoPackageBackupDelegate=536.472656, FlushAsyncLoading=0.022709, FlushStreamingFunc=0.252534, BlockTillAllRequestsFinished=0.013858, ResetLoadersForSaveUnMarkAllObjects=115.497452, TagPackageExports=3.982008, BeginCacheForCookedPlatformData=0.003848, SerializeImports=6.594718, GatherLocalizableTextData=35.809963, MarkNames=0.164762, SerializeSummary=0.036571, SerializeNames=0.809949, SerializeGatherableTextData=0.041962, BuildExportMap=0.853069, SortExportsNonSeekfree=2.910666, SortExportsSeekfreeConstructor=0.097010, SortExportsSeekfreeInner=60.887287, SortExportsSeekfree=0.007700, BuildDependencyMap=0.276014, SerializeImportMap=0.108942, SerializeExportMap=0.098165, SerializeDependencyMap=0.027332, SerializeStringAssetReferenceMap=0.003465, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.954170, SerializeExports=12.048803, SerializeBulkData=214.139511, MoveFile=532.831726, UnaccountedTime=0.542793, RunGuid=RunID85E8729C4BA887E0F0864AACBFF90E19
SavePackageTransactionId50925A0C484CF48F18FA6FA3E0DD8EAD_1, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPerson/MechaInsurgent/MechChara_Auto1.uasset, AutoPackageBackupDelegate=187.672867, FlushAsyncLoading=0.017326, FlushStreamingFunc=0.261769, BlockTillAllRequestsFinished=0.010781, ResetLoadersForSaveUnMarkAllObjects=1.592569, TagPackageExports=338.768555, BeginCacheForCookedPlatformData=0.009239, SerializeImports=397.939697, GatherLocalizableTextData=237.091492, MarkNames=3.471937, SerializeSummary=0.052352, SerializeNames=2.907205, SerializeGatherableTextData=2.399061, BuildExportMap=3.510047, SortExportsNonSeekfree=95.364525, SortExportsSeekfreeConstructor=0.023097, SortExportsSeekfreeInner=442.707245, SortExportsSeekfree=0.016168, BuildDependencyMap=5.593825, SerializeImportMap=0.078917, SerializeExportMap=1.135241, SerializeDependencyMap=0.410367, SerializeStringAssetReferenceMap=0.007700, SaveThumbNailsAssetRegistryDataWorldLevelInfo=66.176613, SerializeExports=376.551056, SerializeBulkData=0.015397, MoveFile=188.253769, UnaccountedTime=2.175402, RunGuid=RunID85E8729C4BA887E0F0864AACBFF90E19
SavePackageTransactionId50925A0C484CF48F18FA6FA3E0DD8EAD_2, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPerson/MechaInsurgent/Animation/mechinsurgentSRIGEXPORT_380_Aim_Center_Auto1.uasset, AutoPackageBackupDelegate=8.341659, FlushAsyncLoading=0.009626, FlushStreamingFunc=0.265621, BlockTillAllRequestsFinished=0.015784, ResetLoadersForSaveUnMarkAllObjects=0.508912, TagPackageExports=0.162449, BeginCacheForCookedPlatformData=0.003852, SerializeImports=0.808027, GatherLocalizableTextData=1.622982, MarkNames=0.015400, SerializeSummary=0.020403, SerializeNames=0.293337, SerializeGatherableTextData=0.002693, BuildExportMap=0.055049, SortExportsNonSeekfree=0.022329, SortExportsSeekfreeConstructor=0.016168, SortExportsSeekfreeInner=0.803791, SortExportsSeekfree=0.005778, BuildDependencyMap=0.016551, SerializeImportMap=0.017323, SerializeExportMap=0.009626, SerializeDependencyMap=0.006545, SerializeStringAssetReferenceMap=0.003465, SaveThumbNailsAssetRegistryDataWorldLevelInfo=20.631830, SerializeExports=1.079038, SerializeBulkData=0.009239, MoveFile=10.073200, UnaccountedTime=0.193249, RunGuid=RunID85E8729C4BA887E0F0864AACBFF90E19
SavePackageTransactionId50925A0C484CF48F18FA6FA3E0DD8EAD_3, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPerson/MechaInsurgent/Animation/mechinsurgentSRIGEXPORT_380_Idle_Auto1.uasset, AutoPackageBackupDelegate=10.019306, FlushAsyncLoading=0.011161, FlushStreamingFunc=0.239447, BlockTillAllRequestsFinished=0.008851, ResetLoadersForSaveUnMarkAllObjects=0.314899, TagPackageExports=0.197481, BeginCacheForCookedPlatformData=0.002697, SerializeImports=0.662513, GatherLocalizableTextData=0.951614, MarkNames=0.008855, SerializeSummary=0.013474, SerializeNames=0.155907, SerializeGatherableTextData=0.001539, BuildExportMap=0.028871, SortExportsNonSeekfree=0.013474, SortExportsSeekfreeConstructor=0.010010, SortExportsSeekfreeInner=0.607464, SortExportsSeekfree=0.003848, BuildDependencyMap=0.010394, SerializeImportMap=0.010010, SerializeExportMap=0.005774, SerializeDependencyMap=0.001539, SerializeStringAssetReferenceMap=0.001542, SaveThumbNailsAssetRegistryDataWorldLevelInfo=12.945756, SerializeExports=0.876550, SerializeBulkData=0.006545, MoveFile=11.475217, UnaccountedTime=0.198252, RunGuid=RunID85E8729C4BA887E0F0864AACBFF90E19
SavePackageTransactionId50925A0C484CF48F18FA6FA3E0DD8EAD_4, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPerson/MechaInsurgent/Animation/mechinsurgentSRIGEXPORT_380_Aim_Down_Center_Auto1.uasset, AutoPackageBackupDelegate=9.162389, FlushAsyncLoading=0.008084, FlushStreamingFunc=0.168998, BlockTillAllRequestsFinished=0.008855, ResetLoadersForSaveUnMarkAllObjects=0.321053, TagPackageExports=0.102397, BeginCacheForCookedPlatformData=0.002310, SerializeImports=0.496212, GatherLocalizableTextData=1.025528, MarkNames=0.010394, SerializeSummary=0.015397, SerializeNames=0.178237, SerializeGatherableTextData=0.001542, BuildExportMap=0.034258, SortExportsNonSeekfree=0.014246, SortExportsSeekfreeConstructor=0.010777, SortExportsSeekfreeInner=0.527009, SortExportsSeekfree=0.003848, BuildDependencyMap=0.011548, SerializeImportMap=0.011548, SerializeExportMap=0.006158, SerializeDependencyMap=0.004619, SerializeStringAssetReferenceMap=0.002310, SaveThumbNailsAssetRegistryDataWorldLevelInfo=12.650494, SerializeExports=0.666361, SerializeBulkData=0.007700, MoveFile=9.697865, UnaccountedTime=0.163607, RunGuid=RunID85E8729C4BA887E0F0864AACBFF90E19
SavePackageTransactionId50925A0C484CF48F18FA6FA3E0DD8EAD_5, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPerson/MechaInsurgent/Animation/mechinsurgentSRIGEXPORT_380_Aim_Down_Left_Auto1.uasset, AutoPackageBackupDelegate=8.269284, FlushAsyncLoading=0.009622, FlushStreamingFunc=0.207879, BlockTillAllRequestsFinished=0.010010, ResetLoadersForSaveUnMarkAllObjects=1.242645, TagPackageExports=0.102397, BeginCacheForCookedPlatformData=0.002310, SerializeImports=0.522390, GatherLocalizableTextData=0.990111, MarkNames=0.009239, SerializeSummary=0.015400, SerializeNames=0.176311, SerializeGatherableTextData=0.001539, BuildExportMap=0.035033, SortExportsNonSeekfree=0.013858, SortExportsSeekfreeConstructor=0.010394, SortExportsSeekfreeInner=0.588216, SortExportsSeekfree=0.003848, BuildDependencyMap=0.011548, SerializeImportMap=0.010397, SerializeExportMap=0.005774, SerializeDependencyMap=0.004236, SerializeStringAssetReferenceMap=0.002693, SaveThumbNailsAssetRegistryDataWorldLevelInfo=12.889940, SerializeExports=0.669826, SerializeBulkData=0.006158, MoveFile=8.950662, UnaccountedTime=0.130884, RunGuid=RunID85E8729C4BA887E0F0864AACBFF90E19
SavePackageTransactionId50925A0C484CF48F18FA6FA3E0DD8EAD_6, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPerson/MechaInsurgent/Animation/mechinsurgentSRIGEXPORT_380_Aim_Down_Right_Auto1.uasset, AutoPackageBackupDelegate=8.258123, FlushAsyncLoading=0.009622, FlushStreamingFunc=0.277940, BlockTillAllRequestsFinished=0.009626, ResetLoadersForSaveUnMarkAllObjects=0.303347, TagPackageExports=0.102013, BeginCacheForCookedPlatformData=0.002310, SerializeImports=0.547025, GatherLocalizableTextData=0.990111, MarkNames=0.009239, SerializeSummary=0.015400, SerializeNames=0.177078, SerializeGatherableTextData=0.001542, BuildExportMap=0.034261, SortExportsNonSeekfree=0.013471, SortExportsSeekfreeConstructor=0.010781, SortExportsSeekfreeInner=0.526238, SortExportsSeekfree=0.003848, BuildDependencyMap=0.011548, SerializeImportMap=0.010394, SerializeExportMap=0.005774, SerializeDependencyMap=0.005007, SerializeStringAssetReferenceMap=0.002693, SaveThumbNailsAssetRegistryDataWorldLevelInfo=12.481883, SerializeExports=0.661358, SerializeBulkData=0.006158, MoveFile=9.221673, UnaccountedTime=0.161681, RunGuid=RunID85E8729C4BA887E0F0864AACBFF90E19
SavePackageTransactionId50925A0C484CF48F18FA6FA3E0DD8EAD_7, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPerson/MechaInsurgent/Animation/mechinsurgentSRIGEXPORT_380_Aim_Left_Auto1.uasset, AutoPackageBackupDelegate=8.276217, FlushAsyncLoading=0.009622, FlushStreamingFunc=0.182472, BlockTillAllRequestsFinished=0.009622, ResetLoadersForSaveUnMarkAllObjects=0.375334, TagPackageExports=0.098933, BeginCacheForCookedPlatformData=0.002310, SerializeImports=0.485048, GatherLocalizableTextData=1.002047, MarkNames=0.008468, SerializeSummary=0.014629, SerializeNames=0.167072, SerializeGatherableTextData=0.001539, BuildExportMap=0.027332, SortExportsNonSeekfree=0.011932, SortExportsSeekfreeConstructor=0.010781, SortExportsSeekfreeInner=0.520848, SortExportsSeekfree=0.003848, BuildDependencyMap=0.010781, SerializeImportMap=0.011165, SerializeExportMap=0.006158, SerializeDependencyMap=0.004236, SerializeStringAssetReferenceMap=0.002310, SaveThumbNailsAssetRegistryDataWorldLevelInfo=13.554376, SerializeExports=0.675987, SerializeBulkData=0.006158, MoveFile=9.414923, UnaccountedTime=0.167843, RunGuid=RunID85E8729C4BA887E0F0864AACBFF90E19
SavePackageTransactionId50925A0C484CF48F18FA6FA3E0DD8EAD_8, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPerson/MechaInsurgent/Animation/mechinsurgentSRIGEXPORT_380_Aim_Right_Auto1.uasset, AutoPackageBackupDelegate=8.394781, FlushAsyncLoading=0.009622, FlushStreamingFunc=0.199024, BlockTillAllRequestsFinished=0.008471, ResetLoadersForSaveUnMarkAllObjects=0.325672, TagPackageExports=0.105862, BeginCacheForCookedPlatformData=0.002697, SerializeImports=0.510454, GatherLocalizableTextData=1.021292, MarkNames=0.009626, SerializeSummary=0.015397, SerializeNames=0.185549, SerializeGatherableTextData=0.001542, BuildExportMap=0.035800, SortExportsNonSeekfree=0.014242, SortExportsSeekfreeConstructor=0.011548, SortExportsSeekfreeInner=0.550494, SortExportsSeekfree=0.004232, BuildDependencyMap=0.013474, SerializeImportMap=0.010781, SerializeExportMap=0.006542, SerializeDependencyMap=0.004619, SerializeStringAssetReferenceMap=0.002697, SaveThumbNailsAssetRegistryDataWorldLevelInfo=13.088961, SerializeExports=0.699084, SerializeBulkData=0.006158, MoveFile=9.563901, UnaccountedTime=0.231747, RunGuid=RunID85E8729C4BA887E0F0864AACBFF90E19
SavePackageTransactionId50925A0C484CF48F18FA6FA3E0DD8EAD_9, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPerson/MechaInsurgent/Animation/mechinsurgentSRIGEXPORT_380_Aim_Up_Auto1.uasset, AutoPackageBackupDelegate=9.363722, FlushAsyncLoading=0.009239, FlushStreamingFunc=0.215191, BlockTillAllRequestsFinished=0.010010, ResetLoadersForSaveUnMarkAllObjects=0.332601, TagPackageExports=0.106633, BeginCacheForCookedPlatformData=0.002693, SerializeImports=0.509687, GatherLocalizableTextData=1.022447, MarkNames=0.009626, SerializeSummary=0.015397, SerializeNames=0.294495, SerializeGatherableTextData=0.001922, BuildExportMap=0.035804, SortExportsNonSeekfree=0.014625, SortExportsSeekfreeConstructor=0.011165, SortExportsSeekfreeInner=0.554342, SortExportsSeekfree=0.004232, BuildDependencyMap=0.011936, SerializeImportMap=0.011932, SerializeExportMap=0.006545, SerializeDependencyMap=0.004236, SerializeStringAssetReferenceMap=0.002693, SaveThumbNailsAssetRegistryDataWorldLevelInfo=14.981031, SerializeExports=0.722952, SerializeBulkData=0.008084, MoveFile=9.730972, UnaccountedTime=0.177849, RunGuid=RunID85E8729C4BA887E0F0864AACBFF90E19
SavePackageTransactionId50925A0C484CF48F18FA6FA3E0DD8EAD_10, Filename=../../../../../../UnrealProjects/UnrealProject/MechProject/Saved/Autosaves/Game/ThirdPerson/MechaInsurgent/Animation/mechinsurgentSRIGEXPORT_380_Aim_Up_Left_Auto1.uasset, AutoPackageBackupDelegate=8.618444, FlushAsyncLoading=0.009622, FlushStreamingFunc=0.184782, BlockTillAllRequestsFinished=0.009622, ResetLoadersForSaveUnMarkAllObjects=0.324134, TagPackageExports=0.101246, BeginCacheForCookedPlatformData=0.002310, SerializeImports=0.483122, GatherLocalizableTextData=0.983182, MarkNames=0.009622, SerializeSummary=0.014246, SerializeNames=0.177082, SerializeGatherableTextData=0.001539, BuildExportMap=0.034261, SortExportsNonSeekfree=0.013474, SortExportsSeekfreeConstructor=0.010777, SortExportsSeekfreeInner=0.527393, SortExportsSeekfree=0.003848, BuildDependencyMap=0.011548, SerializeImportMap=0.010394, SerializeExportMap=0.006545, SerializeDependencyMap=0.004619, SerializeStringAssetReferenceMap=0.002693, SaveThumbNailsAssetRegistryDataWorldLevelInfo=12.610461, SerializeExports=0.742584, SerializeBulkData=0.006158, MoveFile=9.724427, UnaccountedTime=0.222120, RunGuid=RunID85E8729C4BA887E0F0864AACBFF90E19
