CookerStat, GenerateAssetRegistry=0.035685, Initialize=0.202022, RunGuid=RunID1584850A404A91D97DDAB3819F73F792
DDCTransactionId0603097EB5494D5EC390BB9A625859FA_0, PutCachedData=, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_24405EFD57424C8B7__5D0EFE73953859C0F779EDF11DD4927D513B8AC6, StartTime=2016.05.02-11.34.41, HierarchicalDDC=, DataSize=837, Duration=0.570487, RunGuid=RunID1584850A404A91D97DDAB3819F73F792
DDCTransactionId7585C9906B4C17A1EB9BFD8E45AEB3A9_0, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_665EA84FDA4312D7C79E1393EC784D3E, StartTime=2016.05.02-11.40.35, HierarchicalDDC=, DataSize=163182, Duration=0.917483, RunGuid=RunID1584850A404A91D97DDAB3819F73F792
SavePackageTransactionId08D38E3A8C48EE3AB92DCD92BA78431E_0, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPerson/MechaInsurgent/mechinsurgentSRIGEXPORT_380_Skeleton.uasset, AutoPackageBackupDelegate=6.126940, FlushAsyncLoading=0.008300, FlushStreamingFunc=0.093836, BlockTillAllRequestsFinished=0.008069, ResetLoadersForSaveUnMarkAllObjects=0.862259, TagPackageExports=0.085920, BeginCacheForCookedPlatformData=0.001699, SerializeImports=0.404414, GatherLocalizableTextData=0.462495, MarkNames=0.013787, SerializeSummary=0.022266, SerializeNames=0.307735, SerializeGatherableTextData=0.004809, BuildExportMap=0.032332, SortExportsNonSeekfree=0.046056, SortExportsSeekfreeConstructor=0.071343, SortExportsSeekfreeInner=0.310380, SortExportsSeekfree=0.002965, BuildDependencyMap=0.014573, SerializeImportMap=0.016276, SerializeExportMap=0.006985, SerializeDependencyMap=0.001669, SerializeStringAssetReferenceMap=0.003953, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.122178, SerializeExports=1.294315, SerializeBulkData=0.017200, MoveFile=24.046143, UnaccountedTime=0.451606, RunGuid=RunID1584850A404A91D97DDAB3819F73F792
SavePackageTransactionId08D38E3A8C48EE3AB92DCD92BA78431E_1, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPersonBP/Maps/TutorialCourse.umap, AutoPackageBackupDelegate=7.337049, FlushAsyncLoading=0.009395, FlushStreamingFunc=0.120066, BlockTillAllRequestsFinished=0.007618, ResetLoadersForSaveUnMarkAllObjects=0.223421, TagPackageExports=2.022047, BeginCacheForCookedPlatformData=0.002272, SerializeImports=3.131386, GatherLocalizableTextData=22.691687, MarkNames=0.149962, SerializeSummary=0.019420, SerializeNames=0.574648, SerializeGatherableTextData=0.093337, BuildExportMap=0.485796, SortExportsNonSeekfree=0.889942, SortExportsSeekfreeConstructor=0.075109, SortExportsSeekfreeInner=38.325371, SortExportsSeekfree=0.008624, BuildDependencyMap=0.136502, SerializeImportMap=0.065170, SerializeExportMap=0.056427, SerializeDependencyMap=0.019308, SerializeStringAssetReferenceMap=0.003070, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.253601, SerializeExports=6.759927, SerializeBulkData=17.220755, MoveFile=24.235044, UnaccountedTime=0.610996, RunGuid=RunID1584850A404A91D97DDAB3819F73F792
SavePackageTransactionId08D38E3A8C48EE3AB92DCD92BA78431E_2, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPerson/MechaInsurgent/MechChara.uasset, AutoPackageBackupDelegate=36.440563, FlushAsyncLoading=0.011019, FlushStreamingFunc=0.094146, BlockTillAllRequestsFinished=0.004891, ResetLoadersForSaveUnMarkAllObjects=0.216272, TagPackageExports=631.576721, BeginCacheForCookedPlatformData=0.007555, SerializeImports=688.735962, GatherLocalizableTextData=177.856049, MarkNames=1.235511, SerializeSummary=0.023186, SerializeNames=2.897304, SerializeGatherableTextData=1.397971, BuildExportMap=2.283588, SortExportsNonSeekfree=63.933876, SortExportsSeekfreeConstructor=1.338139, SortExportsSeekfreeInner=645.107056, SortExportsSeekfree=0.009112, BuildDependencyMap=4.601639, SerializeImportMap=0.069480, SerializeExportMap=1.104906, SerializeDependencyMap=0.247996, SerializeStringAssetReferenceMap=0.004459, SaveThumbNailsAssetRegistryDataWorldLevelInfo=54.899567, SerializeExports=722.617249, SerializeBulkData=0.012305, MoveFile=83.613564, UnaccountedTime=1.517568, RunGuid=RunID1584850A404A91D97DDAB3819F73F792
SavePackageTransactionId08D38E3A8C48EE3AB92DCD92BA78431E_3, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPerson/shell.uasset, AutoPackageBackupDelegate=5.931735, FlushAsyncLoading=0.008345, FlushStreamingFunc=0.074178, BlockTillAllRequestsFinished=0.006199, ResetLoadersForSaveUnMarkAllObjects=0.207260, TagPackageExports=3.223639, BeginCacheForCookedPlatformData=0.002202, SerializeImports=3.806971, GatherLocalizableTextData=2.149429, MarkNames=0.027880, SerializeSummary=0.011716, SerializeNames=0.138607, SerializeGatherableTextData=0.036933, BuildExportMap=0.081759, SortExportsNonSeekfree=0.099711, SortExportsSeekfreeConstructor=0.009924, SortExportsSeekfreeInner=7.456619, SortExportsSeekfree=0.007402, BuildDependencyMap=0.024147, SerializeImportMap=0.008784, SerializeExportMap=0.011947, SerializeDependencyMap=0.035401, SerializeStringAssetReferenceMap=0.003073, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.123498, SerializeExports=3.588032, SerializeBulkData=0.004712, MoveFile=0.358537, UnaccountedTime=0.486251, RunGuid=RunID1584850A404A91D97DDAB3819F73F792
SavePackageTransactionId08D38E3A8C48EE3AB92DCD92BA78431E_4, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPerson/MechaInsurgent/mechinsurgentSRIGEXPORT_380_Skeleton.uasset, AutoPackageBackupDelegate=31.024303, FlushAsyncLoading=0.008069, FlushStreamingFunc=0.107311, BlockTillAllRequestsFinished=0.007220, ResetLoadersForSaveUnMarkAllObjects=0.223659, TagPackageExports=0.095259, BeginCacheForCookedPlatformData=0.001926, SerializeImports=0.400182, GatherLocalizableTextData=0.575431, MarkNames=0.012599, SerializeSummary=0.012413, SerializeNames=0.334602, SerializeGatherableTextData=0.002611, BuildExportMap=0.026230, SortExportsNonSeekfree=0.048418, SortExportsSeekfreeConstructor=0.072189, SortExportsSeekfreeInner=0.388172, SortExportsSeekfree=0.003107, BuildDependencyMap=0.009339, SerializeImportMap=0.010852, SerializeExportMap=0.005756, SerializeDependencyMap=0.001844, SerializeStringAssetReferenceMap=0.003070, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.101920, SerializeExports=1.485385, SerializeBulkData=0.006832, MoveFile=0.350565, UnaccountedTime=0.385582, RunGuid=RunID1584850A404A91D97DDAB3819F73F792
SavePackageTransactionId08D38E3A8C48EE3AB92DCD92BA78431E_5, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPersonBP/Maps/TutorialCourse.umap, AutoPackageBackupDelegate=21.310505, FlushAsyncLoading=0.011485, FlushStreamingFunc=0.103880, BlockTillAllRequestsFinished=0.005562, ResetLoadersForSaveUnMarkAllObjects=0.235386, TagPackageExports=2.414700, BeginCacheForCookedPlatformData=0.003532, SerializeImports=3.400523, GatherLocalizableTextData=23.522717, MarkNames=0.139270, SerializeSummary=0.016212, SerializeNames=0.567023, SerializeGatherableTextData=0.084929, BuildExportMap=0.482131, SortExportsNonSeekfree=0.856481, SortExportsSeekfreeConstructor=0.064336, SortExportsSeekfreeInner=38.778778, SortExportsSeekfree=0.009589, BuildDependencyMap=0.140507, SerializeImportMap=0.061523, SerializeExportMap=0.055622, SerializeDependencyMap=0.017807, SerializeStringAssetReferenceMap=0.002708, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.587097, SerializeExports=6.955531, SerializeBulkData=17.645605, MoveFile=0.550855, UnaccountedTime=0.504456, RunGuid=RunID1584850A404A91D97DDAB3819F73F792
SavePackageTransactionId08D38E3A8C48EE3AB92DCD92BA78431E_6, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPerson/MechaInsurgent/MechChara.uasset, AutoPackageBackupDelegate=78.828247, FlushAsyncLoading=0.010442, FlushStreamingFunc=0.065509, BlockTillAllRequestsFinished=0.005927, ResetLoadersForSaveUnMarkAllObjects=0.215575, TagPackageExports=590.959656, BeginCacheForCookedPlatformData=0.007711, SerializeImports=668.192078, GatherLocalizableTextData=178.509995, MarkNames=1.142822, SerializeSummary=0.020716, SerializeNames=2.099980, SerializeGatherableTextData=1.308426, BuildExportMap=3.303859, SortExportsNonSeekfree=67.899773, SortExportsSeekfreeConstructor=0.923984, SortExportsSeekfreeInner=637.476379, SortExportsSeekfree=0.009142, BuildDependencyMap=20.459007, SerializeImportMap=0.059091, SerializeExportMap=1.038916, SerializeDependencyMap=0.248037, SerializeStringAssetReferenceMap=0.004273, SaveThumbNailsAssetRegistryDataWorldLevelInfo=60.616211, SerializeExports=692.278015, SerializeBulkData=0.011504, MoveFile=0.979193, UnaccountedTime=1.339670, RunGuid=RunID1584850A404A91D97DDAB3819F73F792
SavePackageTransactionId08D38E3A8C48EE3AB92DCD92BA78431E_7, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPerson/shell.uasset, AutoPackageBackupDelegate=23.887674, FlushAsyncLoading=0.006281, FlushStreamingFunc=0.082668, BlockTillAllRequestsFinished=0.006624, ResetLoadersForSaveUnMarkAllObjects=0.191446, TagPackageExports=7.907216, BeginCacheForCookedPlatformData=0.003736, SerializeImports=7.789318, GatherLocalizableTextData=5.245030, MarkNames=0.040233, SerializeSummary=0.012036, SerializeNames=0.173699, SerializeGatherableTextData=0.059791, BuildExportMap=0.128940, SortExportsNonSeekfree=0.338268, SortExportsSeekfreeConstructor=0.010051, SortExportsSeekfreeInner=11.762898, SortExportsSeekfree=0.005290, BuildDependencyMap=0.035025, SerializeImportMap=0.011276, SerializeExportMap=0.022233, SerializeDependencyMap=0.005167, SerializeStringAssetReferenceMap=0.002086, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.879370, SerializeExports=8.612987, SerializeBulkData=0.005543, MoveFile=0.369418, UnaccountedTime=0.407662, RunGuid=RunID1584850A404A91D97DDAB3819F73F792
DDCTransactionId0603097EB5494D5EC390BB9A625859FA_1, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_59EC5526A346309647F59E929F22490__8C32809963F4F98683F83D27B0688687EAF75F31, StartTime=2016.05.02-11.52.20, HierarchicalDDC=, DataSize=1834, Duration=0.596851, RunGuid=RunID1584850A404A91D97DDAB3819F73F792
